RecNo,buildingName,District,inspectionDate,timeElapsed,min(Inspection Date),linearlyWeightedScale,sequenceNbr,spanGroupKey,elementKey,structureName,environmentKey,totalQuantity,Units,elemQuantity1,elemPercent1,ElemQuantity2,ElemPercent2,ElemQuantity3,ElemPercent3,ElemQuantity4,ElemPercent4,Remarks,DownloadDatePontis,ElementInspDelinquent,ElementInspDelinquentReason,ElementLevelProgramManager,ElementLevelTeamLeader,ElementLevelInspector,ElementLevelConsultantProgramManager
822014181,500096,3,3030998400,95472000,2935526400,100,17,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Steve Melendorf,,
822014206,500096,3,2977257600,41731200,2935526400,100,18,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Steve Melendorf,,
822014207,500096,3,2935526400,0,2935526400,100,19,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Chris McCarter,Gene Smania,,
822014025,500096,3,3444249600,508723200,2935526400,101,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.35e+4,99,1.50e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822014046,500096,3,3412108800,476582400,2935526400,101,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.35e+4,99,1.00e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,STANFORDGE,,,
822014051,500096,3,3375216000,439689600,2935526400,101,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.35e+4,99,1.00e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822014072,500096,3,3343593600,408067200,2935526400,101,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.35e+4,99,1.00e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822014077,500096,3,3317068800,381542400,2935526400,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,3.40e+1,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MELLENDORFSR,THUMMJE,,
822014098,500096,3,3264105600,328579200,2935526400,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,3.40e+1,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,CZIBORVL,SMANIAEF,,
822014103,500096,3,3252441600,316915200,2935526400,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,3.40e+1,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822014155,500096,3,3129235200,193708800,2935526400,100,15,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.36e+4,SF,1.36e+4,100,3.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,John Dent,Jeff Thumm,,
822023760,500194,3,3601584000,693878400,2907705600,113,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,6.60e+3,87,1.03e+3,13,0.00e+0,0,0.00e+0,0,2015 Intersecting cracks 15%,09/16/2018 4:13 AM,0,,SenatJ,ThummJE,CrowtherJL,
822023772,500194,3,3569529600,661824000,2907705600,113,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,6.60e+3,87,1.03e+3,13,0.00e+0,0,0.00e+0,0,2015 Intersecting cracks 15%,09/16/2018 4:13 AM,0,,SenatJ,TaylorRE,HuntDJ,
822023787,500194,3,3540153600,632448000,2907705600,113,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,6.60e+3,87,1.03e+3,13,0.00e+0,0,0.00e+0,0,2015 Intersecting cracks 15%,09/16/2018 4:13 AM,0,,HufnagelTJ,StanfordGE,ThummJE,
822023798,500194,3,3510259200,602553600,2907705600,113,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,6.60e+3,87,1.03e+3,13,0.00e+0,0,0.00e+0,0,2015 Intersecting cracks 15%,09/16/2018 4:13 AM,0,,HufnagelTJ,MellendorfSR,,
822023811,500194,3,3472588800,564883200,2907705600,104,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,MellendorfSR,ThummJE,
822023823,500194,3,3410726400,503020800,2907705600,104,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MELLENDORFSR,,,
822023837,500194,3,3377203200,469497600,2907705600,104,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822023849,500194,3,3347222400,439516800,2907705600,104,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822023863,500194,3,3316982400,409276800,2907705600,104,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MELLENDORFSR,THUMMJE,,
822023875,500194,3,3254947200,347241600,2907705600,104,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.32e+3,96,3.10e+2,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822023889,500194,3,3223497600,315792000,2907705600,103,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.43e+3,97,2.00e+2,3,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822023901,500194,3,3192048000,284342400,2907705600,103,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.43e+3,97,2.00e+2,3,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,STANFORDGE,MAHAFFEYJT,,
822023915,500194,3,3154291200,246585600,2907705600,100,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,,,
822023927,500194,3,3089836800,182131200,2907705600,100,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Melendorf,Mark Harden,,
822023941,500194,3,3063744000,156038400,2907705600,100,15,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Melendorf,Mark Berosek,,
822023953,500194,3,3027542400,119836800,2907705600,100,16,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Mark Harden,,
822023967,500194,3,2974924800,67219200,2907705600,100,17,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Vince Czibor,Mark Harden,,
822023979,500194,3,2938636800,30931200,2907705600,100,18,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Mark Harden,,
822023993,500194,3,2907705600,0,2907705600,100,19,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.63e+3,SF,7.63e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Melendorf,Mark Harden,,
822024336,500198,3,3570998400,663206400,2907792000,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,SenatJ,TaylorRE,HuntDJ,
822024350,500198,3,3539548800,631756800,2907792000,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,HufnagelTJ,StanfordGE,ThummJE,
822024358,500198,3,3507753600,599961600,2907792000,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,MellendorfSR,ThummJE,
822024372,500198,3,3444854400,537062400,2907792000,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822024382,500198,3,3410726400,502934400,2907792000,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MELLENDORFSR,,,
822024396,500198,3,3377116800,469324800,2907792000,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822024406,500198,3,3347222400,439430400,2907792000,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822024420,500198,3,3317846400,410054400,2907792000,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MELLENDORFSR,THUMMJE,,
822024430,500198,3,3255379200,347587200,2907792000,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822024444,500198,3,3222374400,314582400,2907792000,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822024454,500198,3,3194899200,287107200,2907792000,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,STANFORDGE,MAHAFFEYJT,,
822024468,500198,3,3153859200,246067200,2907792000,100,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,,,
822024478,500198,3,3090441600,182649600,2907792000,100,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Mark Harden,Gary Stanford,,
822024491,500198,3,3063744000,155952000,2907792000,100,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Melendorf,Mark Berosek,,
822024500,500198,3,3028147200,120355200,2907792000,100,15,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Steve Melendorf,,
822024513,500198,3,2985552000,77760000,2907792000,100,16,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Steve Melendorf,,
822024522,500198,3,2907792000,0,2907792000,100,17,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.27e+3,SF,6.27e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Melendorf,Mark Harden,,
822025082,500201,3,3465504000,530409600,2935094400,117,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.25e+4,90,1.04e+3,8,7.00e+1,1,2.08e+2,2,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,DENTJA,DENTJA,,
822025095,500201,3,3440620800,505526400,2935094400,111,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,1.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,STANFORDGE,,,
822025108,500201,3,3410467200,475372800,2935094400,111,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,1.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,MELLENDORFSR,,,
822025121,500201,3,3381696000,446601600,2935094400,111,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,1.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025135,500201,3,3347308800,412214400,2935094400,111,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,1.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,MELLENDORFSR,THUMMJE,,
822025147,500201,3,3317673600,382579200,2935094400,111,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,0.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025160,500201,3,3284409600,349315200,2935094400,111,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,0.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025173,500201,3,3250627200,315532800,2935094400,111,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,0.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025264,500201,3,3042489600,107395200,2935094400,106,21,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.30e+4,94,8.77e+2,6,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Mark Harden,,,
822025277,500201,3,3005596800,70502400,2935094400,102,22,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.36e+4,98,2.44e+2,2,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Mark Harden,Steve Melendorf,,
822025290,500201,3,2971728000,36633600,2935094400,103,23,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.34e+4,97,4.00e+2,3,0.00e+0,0,1.00e+1,0,,09/16/2018 4:13 AM,0,,John Dent,,,
822025303,500201,3,2935094400,0,2935094400,101,24,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.38e+4,99,8.00e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Chris McCarter,Gene Smania,,
822025016,500201,3,3586204800,651110400,2935094400,156,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,6.44e+3,47,7.00e+3,51,2.00e+2,1,2.00e+2,1,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,SenatJ,SenatJ,,
822025032,500201,3,3553545600,618451200,2935094400,156,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,6.44e+3,47,7.00e+3,51,2.00e+2,1,2.00e+2,1,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,SenatJ,SenatJ,,
822025043,500201,3,3522096000,587001600,2935094400,163,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,6.34e+3,46,7.00e+3,51,1.00e+2,1,4.00e+2,3,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,HufnagelTJ,HufnagelTJ,,
822025056,500201,3,3499372800,564278400,2935094400,160,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,6.44e+3,47,7.00e+3,51,1.00e+2,1,3.00e+2,2,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,McCarterCC,DentJA,,
822025069,500201,3,3467145600,532051200,2935094400,117,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.25e+4,90,1.04e+3,8,7.00e+1,1,2.08e+2,2,CS3= Delams/leaching in soffit.   CS4= Large spalls in deck.   CS5 Potholes over CS3 in soffit.,09/16/2018 4:13 AM,0,,CZIBORVL,DENTJA,,
822025186,500201,3,3219868800,284774400,2935094400,111,15,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,0.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025199,500201,3,3193171200,258076800,2935094400,111,16,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.00e+2,7,0.00e+0,0,7.00e+1,1,,09/16/2018 4:13 AM,0,,CZIBORVL,,,
822025212,500201,3,3157401600,222307200,2935094400,107,17,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.20e+2,7,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,,,
822025225,500201,3,3129840000,194745600,2935094400,107,18,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.20e+2,7,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Mellendorf,Gary Stanford,,
822025238,500201,3,3087936000,152841600,2935094400,107,19,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.20e+2,7,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Steve Mellendorf,Mark Berosek,,
822025251,500201,3,3063225600,128131200,2935094400,107,20,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.38e+4,SF,1.29e+4,93,9.20e+2,7,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,John Dent,,
822025503,500203,3,3538425600,608169600,2930256000,184,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.85e+3,17,1.36e+4,82,2.40e+2,1,0.00e+0,0,,09/16/2018 4:13 AM,0,,HufnagelTJ,ThummJE,SenatJ,
822025511,500203,3,3507580800,577324800,2930256000,184,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.85e+3,17,1.37e+4,82,1.40e+2,1,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,ThummJE,MellendorfSR,
822025518,500203,3,3444854400,514598400,2930256000,184,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.85e+3,17,1.37e+4,82,1.40e+2,1,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025527,500203,3,3405888000,475632000,2930256000,183,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,4.10e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025534,500203,3,3377030400,446774400,2930256000,183,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,4.10e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025543,500203,3,3343852800,413596800,2930256000,183,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,4.10e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025550,500203,3,3316377600,386121600,2930256000,183,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,1.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,MELLENDORFSR,,
822025559,500203,3,3254947200,324691200,2930256000,183,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,1.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025566,500203,3,3222374400,292118400,2930256000,183,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,1.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025575,500203,3,3195158400,264902400,2930256000,183,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.81e+3,17,1.39e+4,83,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,STANFORDGE,MAHAFFEYJT,,
822025598,500203,3,3029961600,99705600,2930256000,183,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Mark Harden,,
822025609,500203,3,2976480000,46224000,2930256000,183,15,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Steve Melendorf,,
822025614,500203,3,2930256000,0,2930256000,200,16,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,0.00e+0,0,1.67e+4,100,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Mark Harden,,,
822025496,500203,3,3570566400,640310400,2930256000,192,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,1.75e+3,10,1.46e+4,88,3.40e+2,2,0.00e+0,0,,09/16/2018 4:13 AM,0,,SenatJ,TaylorRE,HuntDJ,
822025582,500203,3,3161721600,231465600,2930256000,183,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.81e+3,17,1.39e+4,83,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,John Dent,Steve Mellendorf,,
822025591,500203,3,3090441600,160185600,2930256000,183,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.67e+4,SF,2.80e+3,17,1.39e+4,83,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Mark Harden,Gary Stanford,,
822025624,500204,3,3571171200,640569600,2930601600,113,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.69e+3,11,7.50e+1,1,0.00e+0,0,,09/16/2018 4:13 AM,0,,SenatJ,TaylorRE,HuntDJ,
822025631,500204,3,3537475200,606873600,2930601600,110,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.69e+3,11,6.50e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,HufnagelTJ,ThummJE,TonozziCD,
822025639,500204,3,3507580800,576979200,2930601600,110,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.69e+3,11,6.50e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,ThummJE,MellendorfSR,
822025646,500204,3,3444854400,514252800,2930601600,110,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.69e+3,11,6.50e+1,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025655,500204,3,3405888000,475286400,2930601600,112,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.75e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025662,500204,3,3376944000,446342400,2930601600,112,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.75e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025671,500204,3,3346704000,416102400,2930601600,112,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAYLORRE,,,
822025678,500204,3,3315859200,385257600,2930601600,112,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,MELLENDORFSR,,
822025687,500204,3,3254774400,324172800,2930601600,112,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025694,500204,3,3222201600,291600000,2930601600,112,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,THUMMJE,,,
822025703,500204,3,3194467200,263865600,2930601600,112,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,STANFORDGE,MAHAFFEYJT,,
822025710,500204,3,3161721600,231120000,2930601600,112,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,John Dent,Steve Mellendorf,,
822025719,500204,3,3131308800,200707200,2930601600,112,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,John Dent,,,
822025726,500204,3,3090441600,159840000,2930601600,112,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.47e+4,SF,1.30e+4,88,1.73e+3,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Gary Stanford,Mark Harden,,
